"TIME","GEO","INDIC_ED","Value"
"2010","Italy","Total public expenditure on education as % of total public expenditure, for all levels of education combined","8.93"
"2010","Italy","Expenditure on educational institutions from public sources as % of total public expenditure, for all levels of education combined","8.32"
"2010","Italy","Public subsidies to the private sector as % of total public expenditure, for all levels of education combined","0.61"
"2010","Italy","Expenditure on educational institutions from private sources as % of GDP, for all levels of education combined","0.46"
"2010","Italy","Total public expenditure on education as % of gross national income, for all levels of education combined","4.52"
"2010","Cyprus","Total public expenditure on education as % of GDP, for all levels of education combined","7.92"
"2010","Cyprus","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","2.26"
"2010","Cyprus","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","3.14"
"2010","Cyprus","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","2.12"
"2010","Cyprus","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","0.40"
"2010","Cyprus","Expenditure on educational institutions from public sources as % of GDP, for all levels of government combined","6.73"
"2010","Cyprus","Public subsidies to the private sector as % of GDP, for all levels of education combined","1.19"
"2010","Cyprus","Total public expenditure on education as % of total public expenditure, for all levels of education combined","17.16"
"2010","Cyprus","Expenditure on educational institutions from public sources as % of total public expenditure, for all levels of education combined","14.59"
"2010","Cyprus","Public subsidies to the private sector as % of total public expenditure, for all levels of education combined","2.57"
"2010","Cyprus","Expenditure on educational institutions from private sources as % of GDP, for all levels of education combined","1.61"
"2010","Cyprus","Total public expenditure on education as % of gross national income, for all levels of education combined","8.18"
"2010","Latvia","Total public expenditure on education as % of GDP, for all levels of education combined","5.01"
"2010","Latvia","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","1.43"
"2010","Latvia","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","1.94"
"2010","Latvia","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","0.80"
"2010","Latvia","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","0.84"
"2010","Latvia","Expenditure on educational institutions from public sources as % of GDP, for all levels of government combined","4.73"
"2010","Latvia","Public subsidies to the private sector as % of GDP, for all levels of education combined","0.28"
"2010","Latvia","Total public expenditure on education as % of total public expenditure, for all levels of education combined","11.47"
"2010","Latvia","Expenditure on educational institutions from public sources as % of total public expenditure, for all levels of education combined","10.83"
"2010","Latvia","Public subsidies to the private sector as % of total public expenditure, for all levels of education combined","0.63"
"2010","Latvia","Expenditure on educational institutions from private sources as % of GDP, for all levels of education combined","0.57"
"2010","Latvia","Total public expenditure on education as % of gross national income, for all levels of education combined","4.91"
"2010","Lithuania","Total public expenditure on education as % of GDP, for all levels of education combined","5.36"
"2010","Lithuania","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","0.90"
